household_id,dma,subscription_tier,primary_device,signup_date,is_active
1448,Columbus OH,Premium,Roku,2026-02-05,true
1449,Minneapolis MN,Premium Ad-Free,Samsung TV,2025-04-04,true
1450,New York NY,Premium,Samsung TV,2024-10-28,true
1451,Chicago IL,Basic,iPad,2026-07-14,true
1452,Providence RI,Premium,Samsung TV,2024-12-21,true
1453,Boston MA,Basic,Web browser,2025-04-10,true
1454,Philadelphia PA,Premium,Fire TV Stick,2026-07-05,true
1455,Phoenix AZ,Standard,Roku,2025-07-29,true
1456,Boston MA,Basic,Roku,2025-06-20,true
1457,Columbus OH,Basic,Apple TV,2026-01-14,true
1458,Seattle WA,Basic,Fire TV Stick,2023-05-28,true
1459,Chicago IL,Basic,Roku,2026-05-06,false
1460,Denver CO,Premium,Fire TV Stick,2024-02-27,true
1461,Portland OR,Premium,Web browser,2023-10-12,true
1462,Los Angeles CA,Premium Ad-Free,iPad,2023-03-04,true
1463,Providence RI,Basic,Roku,2024-04-18,true
1464,Boston MA,Standard,Web browser,2024-04-23,true
1465,Baltimore MD,Basic,Fire TV Stick,2023-05-14,true
1466,New York NY,Standard,Samsung TV,2022-12-18,true
1467,Miami FL,Basic,Apple TV,2025-09-29,true
1468,Atlanta GA,Basic,Samsung TV,2023-03-20,true
1469,Portland OR,Standard,iPad,2024-08-28,true
1470,Boston MA,Basic,Android phone,2026-03-26,true
1471,Baltimore MD,Standard,iPhone,2024-01-04,true
1472,Detroit MI,Standard,Android phone,2022-06-07,true
1473,Dallas-Ft Worth TX,Basic,Android phone,2026-01-18,true
1474,Philadelphia PA,Premium Ad-Free,Fire TV Stick,2026-08-05,false
1475,Columbus OH,Standard,Samsung TV,2022-09-10,true
1476,Los Angeles CA,Premium,Roku,2024-01-28,true
1477,Seattle WA,Standard,Android phone,2025-09-16,false
1478,Atlanta GA,Standard,Samsung TV,2023-03-25,true
1479,Philadelphia PA,Standard,Android phone,2024-12-14,true
1480,Dallas-Ft Worth TX,Premium,iPhone,2025-03-22,true
1481,Hartford CT,Standard,Apple TV,2025-05-28,true
1482,Providence RI,Basic,Fire TV Stick,2024-01-26,true
1483,Chicago IL,Basic,Web browser,2026-01-28,true
1484,New York NY,Standard,Apple TV,2025-02-02,true
1485,Dallas-Ft Worth TX,Basic,Roku,2025-05-03,true
1486,Baltimore MD,Basic,Apple TV,2026-05-25,true
1487,Hartford CT,Basic,Web browser,2023-05-11,true
1488,Providence RI,Standard,Apple TV,2026-08-15,true
1489,New York NY,Basic,Web browser,2022-07-04,false
1490,Denver CO,Standard,Samsung TV,2026-04-01,true
1491,Chicago IL,Premium,iPad,2025-02-08,true
1492,Seattle WA,Premium,Android phone,2026-03-26,true
1493,Providence RI,Basic,Roku,2025-01-26,true
1494,Los Angeles CA,Standard,iPhone,2024-01-06,true
1495,Dallas-Ft Worth TX,Standard,Samsung TV,2026-04-12,true
1496,Dallas-Ft Worth TX,Standard,Fire TV Stick,2024-05-20,true
1497,Phoenix AZ,Standard,iPhone,2023-04-27,true
1498,Portland OR,Basic,Roku,2024-09-08,true
1499,Seattle WA,Premium Ad-Free,Android phone,2026-03-04,true
1500,Nashville TN,Basic,iPad,2023-08-31,true
1501,Denver CO,Premium,Roku,2025-11-07,true
1502,Chicago IL,Standard,Samsung TV,2026-08-02,true
1503,Philadelphia PA,Basic,Android phone,2024-10-07,true
1504,Los Angeles CA,Premium,Roku,2025-06-26,false
1505,Phoenix AZ,Basic,Samsung TV,2026-07-15,false
1506,Philadelphia PA,Premium,Apple TV,2023-04-18,true
1507,St Louis MO,Standard,Roku,2024-01-24,true
1508,Seattle WA,Basic,iPad,2022-09-21,true
1509,Baltimore MD,Basic,Samsung TV,2024-07-31,true
1510,Detroit MI,Premium,iPad,2024-10-05,false
1511,Los Angeles CA,Basic,iPhone,2023-01-05,true
1512,Philadelphia PA,Premium,Web browser,2026-04-22,true
1513,Minneapolis MN,Premium,Web browser,2025-02-03,true
1514,Los Angeles CA,Standard,iPhone,2023-03-16,true
1515,Philadelphia PA,Basic,Apple TV,2025-05-23,true
1516,St Louis MO,Standard,Samsung TV,2022-10-30,true
1517,Seattle WA,Premium Ad-Free,iPad,2025-06-06,true
1518,Providence RI,Basic,Samsung TV,2024-11-13,true
1519,Seattle WA,Basic,iPhone,2022-10-11,true
1520,Seattle WA,Basic,Fire TV Stick,2025-08-09,true
1521,Baltimore MD,Standard,Web browser,2022-06-21,true
1522,Minneapolis MN,Premium,Android phone,2026-06-20,true
1523,Hartford CT,Standard,Apple TV,2025-07-05,true
1524,Hartford CT,Standard,iPhone,2024-02-07,true
1525,Miami FL,Basic,Samsung TV,2024-02-02,true
1526,Providence RI,Basic,Fire TV Stick,2022-09-21,true
1527,Los Angeles CA,Basic,iPad,2022-07-04,true
1528,New York NY,Premium,Web browser,2023-09-22,true
1529,Providence RI,Standard,iPad,2023-10-21,false
1530,St Louis MO,Standard,Apple TV,2025-04-14,true
1531,Boston MA,Premium,Apple TV,2023-03-05,true
1532,Providence RI,Basic,Roku,2023-11-17,true
1533,St Louis MO,Basic,Android phone,2026-07-21,true
1534,Hartford CT,Basic,Apple TV,2023-01-22,true
1535,Nashville TN,Premium Ad-Free,Web browser,2025-02-06,true
1536,Providence RI,Standard,iPad,2024-08-07,true
1537,Hartford CT,Standard,Fire TV Stick,2024-07-21,true
1538,New York NY,Basic,Web browser,2023-02-10,true
1539,Minneapolis MN,Basic,Fire TV Stick,2025-07-01,true
1540,Miami FL,Standard,Samsung TV,2024-12-17,false
1541,Seattle WA,Standard,Samsung TV,2026-06-28,true
1542,Philadelphia PA,Premium,Web browser,2025-02-24,true
1543,Boston MA,Premium,Android phone,2026-04-11,true
1544,Phoenix AZ,Standard,Web browser,2024-02-19,true
1545,Philadelphia PA,Premium,iPhone,2022-10-17,true
1546,Phoenix AZ,Premium Ad-Free,iPad,2024-08-24,true
1547,Detroit MI,Standard,iPad,2022-09-17,true
1548,Nashville TN,Standard,iPad,2022-06-07,true
1549,Seattle WA,Premium,Samsung TV,2026-06-04,true
1550,Providence RI,Basic,Samsung TV,2024-06-04,true
1551,Chicago IL,Premium,Web browser,2024-05-16,true
1552,Baltimore MD,Basic,iPad,2024-12-28,true
1553,Denver CO,Standard,Web browser,2023-01-24,true
1554,Miami FL,Premium,iPhone,2024-12-13,true
1555,Seattle WA,Standard,Web browser,2026-06-02,true
1556,Hartford CT,Standard,Android phone,2024-04-15,true
1557,Baltimore MD,Standard,Android phone,2025-10-13,true
1558,Portland OR,Basic,Fire TV Stick,2025-02-14,true
1559,Columbus OH,Basic,iPhone,2024-06-27,false
1560,Baltimore MD,Basic,Android phone,2023-07-13,true
1561,Chicago IL,Standard,iPad,2025-06-15,true
1562,Chicago IL,Standard,Web browser,2025-01-04,true
1563,Philadelphia PA,Basic,Apple TV,2026-05-13,true
1564,St Louis MO,Premium,Apple TV,2024-12-30,true
1565,Phoenix AZ,Standard,Web browser,2024-02-24,true
1566,Seattle WA,Standard,Web browser,2023-12-28,true
1567,Columbus OH,Standard,Fire TV Stick,2025-05-22,true
1568,Miami FL,Basic,Samsung TV,2026-05-24,true
1569,St Louis MO,Premium,Web browser,2024-02-28,true
1570,Columbus OH,Standard,Fire TV Stick,2023-10-28,true
1571,Boston MA,Basic,iPad,2026-04-16,true
1572,Atlanta GA,Premium Ad-Free,Roku,2024-06-22,true
1573,Minneapolis MN,Premium,Fire TV Stick,2026-03-31,true
1574,Nashville TN,Premium,iPad,2024-09-12,true
1575,New York NY,Premium,iPhone,2023-11-20,true
1576,Los Angeles CA,Premium,iPhone,2023-07-19,true
1577,Denver CO,Basic,iPad,2023-07-28,true
1578,Portland OR,Standard,Apple TV,2023-05-18,true
1579,New York NY,Standard,iPhone,2025-08-12,false
1580,Miami FL,Basic,iPhone,2022-12-30,true
1581,Chicago IL,Basic,Android phone,2025-02-22,true
1582,Philadelphia PA,Basic,Apple TV,2025-01-13,true
1583,Denver CO,Standard,Android phone,2023-04-02,true
1584,Dallas-Ft Worth TX,Premium,Samsung TV,2025-03-30,true
1585,Miami FL,Premium,iPhone,2026-05-02,false
1586,Los Angeles CA,Basic,iPad,2023-07-27,true
1587,Nashville TN,Basic,Samsung TV,2023-10-17,true
1588,Boston MA,Standard,Android phone,2024-02-21,true
1589,Baltimore MD,Standard,Web browser,2026-01-14,true
1590,Providence RI,Premium,iPad,2023-12-04,true
1591,Minneapolis MN,Premium,Web browser,2025-10-19,true
1592,Los Angeles CA,Premium,iPhone,2024-04-03,true
1593,Atlanta GA,Premium,Apple TV,2024-06-17,true
1594,Providence RI,Premium Ad-Free,Web browser,2023-04-26,true
1595,Minneapolis MN,Standard,Android phone,2022-06-08,true
1596,Hartford CT,Basic,Fire TV Stick,2025-11-01,true
1597,Detroit MI,Basic,Apple TV,2026-02-28,true
1598,Minneapolis MN,Standard,Apple TV,2024-04-02,true
1599,Nashville TN,Basic,iPad,2022-07-16,true
1600,Minneapolis MN,Basic,Roku,2025-12-22,true
1601,Los Angeles CA,Premium Ad-Free,Android phone,2024-07-19,true
1602,Minneapolis MN,Basic,iPhone,2024-11-23,true
1603,Nashville TN,Premium Ad-Free,Roku,2025-04-13,true
1604,Los Angeles CA,Premium,iPhone,2023-10-14,true
1605,New York NY,Standard,iPad,2025-05-19,true
1606,Baltimore MD,Standard,Android phone,2024-07-10,true
1607,New York NY,Basic,iPhone,2023-01-01,true
1608,Phoenix AZ,Standard,Apple TV,2025-01-06,true
1609,Philadelphia PA,Basic,Fire TV Stick,2026-07-26,true
1610,New York NY,Premium Ad-Free,Roku,2022-10-30,true
1611,Portland OR,Basic,Apple TV,2025-06-21,true
1612,New York NY,Basic,Android phone,2023-04-25,true
1613,Detroit MI,Standard,Roku,2023-05-11,true
1614,Detroit MI,Standard,Web browser,2024-05-19,true
1615,Boston MA,Standard,iPhone,2026-04-12,true
1616,Hartford CT,Standard,Apple TV,2022-07-19,true
1617,Portland OR,Basic,Web browser,2023-09-18,true
1618,Denver CO,Standard,Fire TV Stick,2024-10-27,true
1619,New York NY,Basic,Web browser,2022-12-18,true
1620,Columbus OH,Basic,Apple TV,2023-04-01,true
1621,Chicago IL,Basic,Samsung TV,2023-05-15,true
1622,Providence RI,Basic,Samsung TV,2025-12-06,true
1623,St Louis MO,Basic,Web browser,2023-12-03,true
1624,Providence RI,Standard,Apple TV,2025-06-03,true
1625,Phoenix AZ,Basic,Web browser,2026-04-26,true
1626,Columbus OH,Basic,Apple TV,2025-03-12,true
1627,Phoenix AZ,Standard,Apple TV,2026-03-17,true
1628,Phoenix AZ,Basic,Android phone,2026-03-14,true
1629,Atlanta GA,Standard,Android phone,2023-07-07,true
1630,New York NY,Premium Ad-Free,Apple TV,2024-06-27,true
1631,Phoenix AZ,Standard,Fire TV Stick,2024-12-08,true
1632,Baltimore MD,Premium,Samsung TV,2025-10-29,true
1633,Boston MA,Basic,iPhone,2023-04-28,true
1634,Baltimore MD,Basic,Roku,2023-11-30,true
1635,Dallas-Ft Worth TX,Premium,Roku,2024-02-15,false
1636,Denver CO,Premium,Web browser,2025-11-01,true
1637,Hartford CT,Premium,Roku,2026-02-14,true
1638,Miami FL,Basic,Samsung TV,2026-02-14,true
1639,Hartford CT,Premium,iPad,2026-07-20,true
1640,Chicago IL,Standard,Apple TV,2022-06-19,true
1641,Minneapolis MN,Basic,Samsung TV,2025-01-24,true
1642,Boston MA,Basic,Roku,2023-10-23,true
1643,Dallas-Ft Worth TX,Premium Ad-Free,iPad,2022-05-30,true
1644,Phoenix AZ,Basic,Android phone,2022-08-10,true
1645,New York NY,Premium,iPad,2025-04-09,false
1646,Chicago IL,Standard,iPad,2024-07-15,true
1647,Los Angeles CA,Premium,Apple TV,2024-08-27,true
1648,Detroit MI,Standard,Roku,2026-07-07,true
1649,Columbus OH,Premium,Apple TV,2023-05-03,true
1650,Nashville TN,Basic,Fire TV Stick,2024-03-04,true
1651,Hartford CT,Basic,iPhone,2025-01-19,true
1652,Providence RI,Standard,Fire TV Stick,2024-03-29,true
1653,Boston MA,Standard,Web browser,2023-06-23,true
1654,Phoenix AZ,Basic,iPhone,2026-08-05,true
1655,Hartford CT,Basic,Apple TV,2023-11-12,true
1656,Philadelphia PA,Basic,Web browser,2022-12-07,true
1657,Nashville TN,Basic,iPad,2023-07-08,true
1658,Baltimore MD,Basic,Samsung TV,2023-12-23,true
1659,Nashville TN,Premium,Fire TV Stick,2026-04-07,true
1660,Chicago IL,Basic,Apple TV,2023-06-09,true
1661,Miami FL,Premium Ad-Free,iPhone,2023-05-30,true
1662,Miami FL,Premium Ad-Free,iPad,2024-07-09,true
1663,Hartford CT,Basic,Apple TV,2024-02-20,true
1664,Phoenix AZ,Standard,Android phone,2023-12-25,true
1665,Denver CO,Standard,Apple TV,2026-02-18,true
1666,Atlanta GA,Standard,Fire TV Stick,2025-07-18,true
1667,Portland OR,Basic,Samsung TV,2023-03-26,true
1668,Detroit MI,Basic,Fire TV Stick,2022-06-12,true
1669,Denver CO,Basic,Samsung TV,2025-06-28,true
1670,Minneapolis MN,Standard,Apple TV,2024-12-03,true
1671,Portland OR,Premium Ad-Free,Apple TV,2022-09-12,true
1672,Phoenix AZ,Standard,iPad,2025-12-15,true
1673,Chicago IL,Standard,Apple TV,2025-07-12,false
1674,Portland OR,Premium Ad-Free,Android phone,2026-06-01,true
1675,Minneapolis MN,Standard,Android phone,2025-08-23,true
1676,Columbus OH,Basic,Android phone,2023-11-27,true
1677,New York NY,Premium,Apple TV,2025-02-24,true
1678,Dallas-Ft Worth TX,Standard,iPad,2022-05-28,true
1679,St Louis MO,Basic,Fire TV Stick,2022-10-20,true
1680,Denver CO,Standard,Apple TV,2022-10-13,false
1681,St Louis MO,Premium Ad-Free,iPad,2023-07-08,true
1682,Providence RI,Basic,Apple TV,2023-08-15,true
1683,Providence RI,Standard,Android phone,2024-06-14,true
1684,Portland OR,Basic,Roku,2022-05-16,true
1685,Atlanta GA,Basic,iPhone,2026-03-31,true
1686,Denver CO,Basic,iPad,2023-07-13,true
1687,Dallas-Ft Worth TX,Premium,Android phone,2026-01-19,true
1688,Dallas-Ft Worth TX,Premium,iPhone,2025-03-10,true
1689,St Louis MO,Basic,iPad,2025-07-21,true
1690,Boston MA,Basic,Apple TV,2024-01-22,true
1691,Portland OR,Basic,Samsung TV,2023-04-03,true
1692,Baltimore MD,Basic,Roku,2026-04-24,true
1693,Detroit MI,Standard,Android phone,2024-01-21,true
1694,Atlanta GA,Standard,Android phone,2025-09-12,true
1695,Hartford CT,Standard,iPad,2026-04-29,true
1696,Detroit MI,Standard,Android phone,2024-11-07,true
1697,Seattle WA,Standard,Fire TV Stick,2024-02-22,true
1698,New York NY,Basic,Android phone,2025-10-14,true
1699,Atlanta GA,Basic,iPad,2024-12-21,true
1700,Columbus OH,Premium Ad-Free,Fire TV Stick,2022-07-14,true
1701,Chicago IL,Premium,Samsung TV,2025-02-27,true
1702,Hartford CT,Premium,Web browser,2022-05-08,true
1703,Detroit MI,Premium,Samsung TV,2023-01-18,true
1704,Hartford CT,Standard,iPad,2025-01-19,true
1705,St Louis MO,Premium,iPhone,2024-02-29,false
1706,Baltimore MD,Standard,Android phone,2023-08-04,true
1707,Columbus OH,Basic,Android phone,2024-08-24,true
1708,St Louis MO,Basic,Android phone,2024-11-22,true
1709,Philadelphia PA,Basic,iPad,2025-03-26,true
1710,Philadelphia PA,Basic,Web browser,2026-01-20,true
1711,Los Angeles CA,Standard,Apple TV,2026-07-20,true
1712,Seattle WA,Standard,Web browser,2025-03-14,true
1713,Baltimore MD,Premium,Android phone,2023-03-20,true
1714,Minneapolis MN,Standard,iPhone,2025-08-25,true
1715,Miami FL,Basic,Apple TV,2025-11-17,false
1716,Baltimore MD,Premium,Samsung TV,2025-03-28,true
1717,Miami FL,Standard,Android phone,2024-01-25,true
1718,Atlanta GA,Basic,Apple TV,2025-09-23,true
1719,Dallas-Ft Worth TX,Basic,Apple TV,2025-09-14,true
1720,Denver CO,Basic,iPad,2026-03-04,true
1721,Boston MA,Basic,Samsung TV,2025-03-22,true
1722,Minneapolis MN,Premium,Android phone,2025-09-19,true
1723,Detroit MI,Premium,Roku,2023-01-23,true
1724,Minneapolis MN,Standard,Roku,2022-09-27,true
1725,Denver CO,Basic,iPad,2025-01-20,false
1726,Portland OR,Premium,Fire TV Stick,2026-04-16,true
1727,St Louis MO,Standard,iPad,2026-04-12,true
1728,Phoenix AZ,Basic,Web browser,2025-04-02,true
1729,Dallas-Ft Worth TX,Standard,Samsung TV,2024-08-26,true
1730,New York NY,Standard,Web browser,2024-05-16,true
1731,Portland OR,Standard,Samsung TV,2025-05-05,true
1732,St Louis MO,Basic,Web browser,2025-02-14,true
1733,Detroit MI,Standard,Fire TV Stick,2025-06-06,true
1734,Baltimore MD,Basic,Samsung TV,2024-06-02,true
1735,Baltimore MD,Basic,Samsung TV,2023-08-23,true
1736,Portland OR,Basic,iPad,2026-06-21,true
1737,Denver CO,Premium Ad-Free,Roku,2024-08-02,true
1738,Boston MA,Basic,iPad,2023-11-08,true
1739,Providence RI,Standard,Roku,2023-10-01,true
1740,Philadelphia PA,Basic,Apple TV,2024-03-21,true
1741,Dallas-Ft Worth TX,Premium,iPhone,2024-05-21,true
1742,Minneapolis MN,Standard,Fire TV Stick,2023-09-18,true
1743,Seattle WA,Premium,Samsung TV,2025-01-08,false
1744,Providence RI,Basic,Web browser,2024-03-15,true
1745,Philadelphia PA,Basic,iPad,2025-04-11,true
1746,Columbus OH,Standard,Roku,2024-10-06,true
1747,Columbus OH,Standard,iPhone,2026-02-13,true
1748,Atlanta GA,Premium,iPhone,2025-02-21,true
1749,Nashville TN,Premium,Roku,2026-01-16,true
1750,Minneapolis MN,Standard,Android phone,2025-09-05,true
1751,St Louis MO,Premium Ad-Free,iPhone,2024-11-04,true
1752,Baltimore MD,Standard,Android phone,2024-06-29,true
1753,Miami FL,Basic,Apple TV,2022-08-01,true
1754,Atlanta GA,Standard,Apple TV,2026-07-18,true
1755,Miami FL,Basic,Android phone,2022-10-09,true
1756,Los Angeles CA,Premium,Android phone,2025-03-28,true
1757,Los Angeles CA,Basic,Fire TV Stick,2023-07-11,true
1758,Miami FL,Basic,Fire TV Stick,2023-09-22,true
1759,Phoenix AZ,Standard,iPhone,2022-06-17,true
1760,Phoenix AZ,Basic,iPad,2026-03-10,true
1761,Atlanta GA,Basic,Fire TV Stick,2022-06-22,true
1762,Dallas-Ft Worth TX,Standard,Fire TV Stick,2026-05-21,true
1763,Providence RI,Basic,iPad,2022-11-11,true
1764,Miami FL,Standard,Android phone,2023-11-02,true
1765,Phoenix AZ,Basic,Web browser,2024-07-28,true
1766,St Louis MO,Basic,iPad,2024-12-08,true
1767,Denver CO,Basic,Web browser,2026-04-03,true
1768,Seattle WA,Premium,Fire TV Stick,2023-03-11,true
1769,Boston MA,Premium Ad-Free,Apple TV,2023-07-05,true
1770,Hartford CT,Basic,Fire TV Stick,2022-08-09,true
1771,Los Angeles CA,Premium Ad-Free,Roku,2023-07-01,true
1772,Atlanta GA,Standard,iPad,2022-07-08,true
1773,Atlanta GA,Standard,Android phone,2022-10-27,true
1774,Atlanta GA,Standard,Roku,2024-10-25,true
1775,Portland OR,Standard,Fire TV Stick,2023-08-13,true
1776,New York NY,Premium,Fire TV Stick,2025-07-07,false
1777,Los Angeles CA,Standard,Samsung TV,2023-03-21,true
1778,Hartford CT,Standard,Samsung TV,2024-01-10,false
1779,Los Angeles CA,Basic,Apple TV,2024-10-02,true
1780,Detroit MI,Basic,Web browser,2023-12-10,true
1781,Providence RI,Standard,Fire TV Stick,2025-06-17,true
1782,Los Angeles CA,Basic,iPhone,2023-12-19,true
1783,Providence RI,Basic,Samsung TV,2024-08-08,true
1784,Columbus OH,Basic,Samsung TV,2025-04-07,true
1785,Minneapolis MN,Basic,iPad,2022-06-09,true
1786,Philadelphia PA,Standard,Web browser,2026-05-20,true
1787,Hartford CT,Standard,Roku,2023-05-19,true
1788,Boston MA,Standard,Samsung TV,2025-10-01,true
1789,Seattle WA,Basic,Roku,2025-09-11,true
1790,Portland OR,Standard,Samsung TV,2025-12-28,true
1791,Phoenix AZ,Standard,iPhone,2026-03-20,true
1792,Baltimore MD,Premium,Samsung TV,2026-02-14,true
1793,Los Angeles CA,Standard,Apple TV,2023-01-21,true
1794,Chicago IL,Standard,Apple TV,2022-08-26,true
1795,Seattle WA,Standard,Apple TV,2024-02-17,true
1796,Philadelphia PA,Premium Ad-Free,Apple TV,2026-08-07,true
1797,Columbus OH,Premium,Apple TV,2022-12-02,true
1798,Hartford CT,Standard,Android phone,2024-01-21,true
1799,Seattle WA,Standard,Roku,2024-05-28,true
1800,Denver CO,Basic,Roku,2022-07-23,true
1801,Boston MA,Premium Ad-Free,iPhone,2024-11-19,true
1802,Seattle WA,Basic,Android phone,2025-02-06,true
1803,Seattle WA,Basic,Apple TV,2023-04-14,true
1804,Chicago IL,Premium Ad-Free,Fire TV Stick,2024-05-18,true
1805,New York NY,Standard,iPhone,2023-07-23,false
1806,Providence RI,Basic,Samsung TV,2023-08-25,true
1807,Providence RI,Basic,Android phone,2023-01-10,true
1808,Seattle WA,Basic,Fire TV Stick,2025-04-14,true
1809,Boston MA,Standard,Roku,2026-05-07,true
1810,Columbus OH,Basic,iPhone,2024-08-04,true
1811,Philadelphia PA,Premium Ad-Free,Samsung TV,2023-11-09,true
1812,Detroit MI,Premium Ad-Free,Android phone,2023-02-14,true
1813,Detroit MI,Standard,iPhone,2025-07-03,true
1814,Seattle WA,Standard,Apple TV,2023-06-08,true
1815,Baltimore MD,Basic,Fire TV Stick,2023-01-22,true
1816,New York NY,Basic,Fire TV Stick,2023-02-28,true
1817,Philadelphia PA,Premium,iPad,2023-03-01,true
1818,Chicago IL,Basic,Fire TV Stick,2022-05-22,true
1819,New York NY,Basic,iPhone,2023-10-19,true
1820,Chicago IL,Basic,iPad,2025-01-20,true
1821,Los Angeles CA,Basic,Web browser,2024-10-08,true
1822,Portland OR,Standard,Apple TV,2023-06-05,true
1823,Los Angeles CA,Standard,Roku,2025-08-20,true
1824,Baltimore MD,Premium,iPad,2024-01-19,true
1825,Portland OR,Standard,Android phone,2024-03-07,true
1826,St Louis MO,Premium,Apple TV,2023-10-10,true
1827,New York NY,Standard,iPhone,2024-11-01,true
1828,Columbus OH,Premium,Fire TV Stick,2023-06-16,false
1829,Miami FL,Standard,Android phone,2026-05-08,false
1830,Columbus OH,Basic,Android phone,2023-06-01,true
1831,Atlanta GA,Premium Ad-Free,Apple TV,2023-02-23,true
1832,Columbus OH,Basic,Samsung TV,2022-10-29,false
1833,Phoenix AZ,Basic,Apple TV,2022-08-31,true
1834,Boston MA,Basic,Roku,2025-02-23,true
1835,Dallas-Ft Worth TX,Standard,Fire TV Stick,2026-06-16,true
1836,New York NY,Standard,Web browser,2023-10-31,true
1837,St Louis MO,Standard,Samsung TV,2026-04-08,true
1838,Los Angeles CA,Premium,Fire TV Stick,2025-06-12,true
1839,Philadelphia PA,Basic,Roku,2023-08-15,true
1840,Phoenix AZ,Standard,Apple TV,2024-02-01,true
1841,Dallas-Ft Worth TX,Standard,Web browser,2024-01-13,false
1842,Boston MA,Premium,Samsung TV,2023-05-30,false
1843,Nashville TN,Basic,Web browser,2025-12-11,true
1844,Nashville TN,Basic,Samsung TV,2023-03-28,true
1845,Minneapolis MN,Standard,iPad,2024-02-14,true
1846,Miami FL,Standard,iPad,2024-11-03,true
1847,Dallas-Ft Worth TX,Premium,Roku,2024-08-26,true
1848,Denver CO,Standard,Roku,2024-06-16,true
1849,Denver CO,Premium,Web browser,2024-04-11,true
1850,Hartford CT,Standard,Web browser,2025-03-19,false
1851,Boston MA,Basic,Fire TV Stick,2025-09-10,true
1852,Chicago IL,Basic,Android phone,2025-12-04,true
1853,Seattle WA,Basic,Web browser,2025-03-08,true
1854,Hartford CT,Basic,Web browser,2025-07-13,true
1855,New York NY,Standard,Apple TV,2024-06-04,true
1856,Baltimore MD,Standard,iPad,2022-09-17,true
1857,Atlanta GA,Standard,Android phone,2026-03-11,true
1858,Phoenix AZ,Standard,Web browser,2025-04-27,true
1859,Denver CO,Standard,Fire TV Stick,2026-06-12,true
1860,Minneapolis MN,Standard,iPhone,2022-06-10,true
1861,Minneapolis MN,Basic,Roku,2023-08-17,true
1862,Chicago IL,Standard,Apple TV,2025-08-12,true
1863,Nashville TN,Standard,Roku,2024-11-12,true
1864,Atlanta GA,Standard,Samsung TV,2023-07-13,true
1865,Nashville TN,Basic,iPad,2022-07-07,true
1866,Dallas-Ft Worth TX,Basic,Android phone,2024-03-05,true
1867,New York NY,Standard,Apple TV,2025-06-26,true
1868,Portland OR,Standard,Samsung TV,2023-08-23,true
1869,Providence RI,Basic,Apple TV,2023-09-10,true
1870,Portland OR,Standard,Android phone,2023-11-15,true
1871,Providence RI,Premium,Apple TV,2026-06-17,true
1872,Philadelphia PA,Basic,Roku,2023-08-08,true
1873,Miami FL,Premium,iPhone,2026-07-28,true
1874,St Louis MO,Basic,iPad,2022-09-28,true
1875,Dallas-Ft Worth TX,Standard,Samsung TV,2022-11-04,true
1876,New York NY,Standard,Fire TV Stick,2024-03-21,true
1877,Philadelphia PA,Basic,Roku,2023-11-12,true
1878,Baltimore MD,Premium,Web browser,2026-05-13,true
1879,Minneapolis MN,Standard,iPad,2022-11-16,true
1880,New York NY,Premium Ad-Free,Fire TV Stick,2025-06-27,true
1881,Atlanta GA,Basic,Roku,2025-07-10,true
1882,Chicago IL,Premium,Fire TV Stick,2023-08-06,true
1883,Hartford CT,Premium,Samsung TV,2022-08-06,true
1884,Nashville TN,Standard,iPad,2024-07-09,true
1885,Miami FL,Basic,Fire TV Stick,2024-06-18,true
1886,Hartford CT,Standard,iPad,2024-04-14,true
1887,Detroit MI,Standard,Roku,2025-05-25,true
1888,Dallas-Ft Worth TX,Premium Ad-Free,Android phone,2024-01-29,true
1889,Boston MA,Standard,Apple TV,2022-07-02,true
1890,Dallas-Ft Worth TX,Basic,Web browser,2025-01-01,false
1891,Hartford CT,Basic,Samsung TV,2023-04-25,true
1892,Philadelphia PA,Standard,Apple TV,2023-04-24,true
1893,Baltimore MD,Premium Ad-Free,Fire TV Stick,2022-12-23,true
1894,Minneapolis MN,Basic,iPad,2023-07-12,true
1895,New York NY,Premium,Samsung TV,2022-09-03,true
1896,Baltimore MD,Premium,Apple TV,2023-07-27,true
1897,Phoenix AZ,Basic,Android phone,2022-06-08,true
1898,Baltimore MD,Basic,iPhone,2023-07-25,true
1899,Minneapolis MN,Standard,Android phone,2023-01-14,true
1900,Los Angeles CA,Standard,Samsung TV,2022-10-22,true
1901,Denver CO,Basic,Roku,2022-05-28,true
1902,Denver CO,Premium,Roku,2024-01-31,true
1903,Minneapolis MN,Standard,Roku,2023-08-02,true
1904,Philadelphia PA,Premium,iPhone,2022-06-23,true
1905,Los Angeles CA,Premium,iPhone,2025-01-05,true
1906,Philadelphia PA,Premium,Android phone,2026-02-21,true
1907,Chicago IL,Standard,Web browser,2022-10-31,true
1908,Hartford CT,Basic,Fire TV Stick,2023-12-04,true
1909,Providence RI,Standard,Web browser,2024-10-20,true
1910,St Louis MO,Basic,Web browser,2023-07-23,true
1911,Boston MA,Standard,iPhone,2026-07-08,true
1912,Baltimore MD,Basic,iPhone,2024-08-04,true
1913,Providence RI,Standard,Fire TV Stick,2025-07-05,true
1914,Portland OR,Basic,Fire TV Stick,2025-05-30,true
1915,Los Angeles CA,Basic,Roku,2022-06-19,true
1916,Denver CO,Basic,Android phone,2024-04-11,true
1917,Chicago IL,Standard,Samsung TV,2026-01-19,true
1918,Seattle WA,Premium,Fire TV Stick,2025-01-29,true
1919,Seattle WA,Basic,Fire TV Stick,2025-08-10,true
